age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
31,180,72,Netherlands,82,82,80,60,76,84,66,77,84,62,85,84,48,43,72,83,72,84,80,12,9,10,14,10,23000.0
29,177,71,Germany,82,82,82,75,47,85,85,84,81,72,82,88,69,67,76,82,83,42,53,14,7,12,6,10,29000.0
28,195,94,France,82,84,20,19,14,48,16,15,16,16,37,22,56,54,58,78,58,18,12,85,79,76,80,85,75000.0
28,173,66,Mexico,82,82,79,66,71,82,74,85,82,67,71,84,86,81,91,84,87,74,72,11,6,10,14,9,22000.0
30,175,73,France,82,82,68,83,75,79,79,83,74,74,70,82,77,73,81,82,82,45,32,11,6,9,5,6,110000.0
31,174,66,Senegal,82,82,60,54,69,80,32,76,60,66,76,79,70,69,79,81,82,87,83,8,6,8,12,13,88000.0
30,187,80,Russia,82,82,75,56,72,82,58,80,66,39,71,79,79,84,79,80,61,81,83,12,13,14,13,12,57000.0
31,187,82,Germany,82,82,14,11,16,30,11,19,12,11,25,17,47,51,45,82,43,18,14,81,80,79,79,82,37000.0
31,190,84,Brazil,82,82,11,15,14,36,12,19,12,13,41,24,56,52,59,78,49,14,15,83,79,78,79,81,115000.0
29,176,79,Spain,82,82,78,76,55,81,67,91,88,76,80,90,70,62,81,75,90,64,51,10,8,12,15,6,175000.0
28,180,66,Ivory Coast,82,82,76,78,47,76,67,91,64,51,65,86,88,90,87,76,79,34,32,15,10,15,11,10,85000.0
30,179,79,Colombia,82,82,71,84,69,80,78,88,79,78,55,83,87,90,85,84,88,24,22,8,10,10,14,6,70000.0
30,184,81,Portugal,82,83,19,18,16,32,13,15,15,14,31,21,63,64,67,82,62,15,13,84,78,70,80,86,60000.0
28,179,70,Spain,82,82,81,73,65,84,66,83,85,78,82,85,70,66,74,80,80,75,62,8,11,6,7,10,43000.0
30,185,72,Brazil,82,82,67,42,81,80,48,60,57,46,74,69,68,67,66,81,63,83,82,15,6,15,15,7,44000.0
28,177,67,France,82,83,69,69,59,85,72,76,69,71,80,82,84,72,76,79,81,81,77,9,10,11,8,9,66000.0
27,176,70,Spain,82,82,84,72,50,84,72,87,87,81,75,88,78,75,80,78,82,23,18,15,15,9,8,9,42000.0
28,175,71,Belgium,82,82,81,74,39,82,77,86,82,81,72,84,84,76,91,81,88,46,48,6,9,7,7,8,75000.0
28,170,67,Spain,82,82,83,65,56,81,61,82,78,51,73,82,82,82,86,81,88,81,78,8,9,12,11,16,90000.0
29,167,66,Spain,82,82,78,81,77,77,74,78,80,64,76,80,89,90,83,81,82,61,59,14,10,15,15,13,51000.0
27,178,76,Turkey,82,83,81,75,53,85,74,86,85,85,83,88,72,62,83,78,77,56,56,9,14,11,6,10,115000.0
27,186,86,Germany,82,83,69,76,82,83,71,82,77,64,83,79,67,87,72,81,75,87,86,14,8,8,13,11,72000.0
26,184,75,Spain,82,85,69,76,83,84,76,80,73,60,82,82,69,72,73,80,68,78,77,7,13,12,10,9,68000.0
30,185,76,Netherlands,82,82,68,60,75,78,64,71,61,48,75,76,64,68,61,82,73,84,81,14,15,7,12,12,59000.0
30,192,78,Morocco,82,82,15,14,14,39,13,20,12,19,44,12,37,34,47,80,29,18,15,82,79,76,81,84,29000.0
25,171,69,Spain,82,85,82,52,66,83,61,83,85,81,79,83,86,87,84,83,86,76,74,7,13,10,7,13,18000.0
26,185,75,Italy,82,83,36,30,78,75,28,65,36,24,70,75,66,69,55,80,53,86,82,9,14,12,8,9,49000.0
26,183,72,Italy,82,82,77,80,62,85,78,83,78,75,79,88,81,77,90,77,82,30,30,5,6,5,5,6,51000.0
28,172,65,Argentina,82,82,76,55,82,77,44,73,66,40,75,77,79,81,77,81,81,80,80,13,9,10,15,16,24000.0
26,194,94,Italy,82,87,17,14,19,31,20,18,13,15,25,24,46,48,56,77,52,12,19,82,81,76,83,82,48000.0
25,195,99,Germany,82,87,34,22,84,78,33,43,28,30,69,62,48,79,33,79,32,86,82,15,7,14,7,15,78000.0
28,181,71,Brazil,82,82,86,63,68,82,62,77,87,79,81,80,81,84,75,81,70,78,76,13,8,12,11,14,130000.0
27,190,80,Brazil,82,83,75,81,77,84,76,83,86,87,82,84,84,76,87,78,75,55,42,13,11,13,12,10,61000.0
27,180,70,Argentina,82,83,69,76,50,85,70,81,84,73,81,85,81,76,78,81,79,79,69,13,12,10,7,14,68000.0
28,170,63,Portugal,82,82,78,74,46,77,68,86,78,56,62,85,93,94,90,83,89,47,39,9,11,11,12,8,22000.0
28,185,86,Brazil,82,84,35,32,79,76,34,65,47,71,74,71,77,75,68,84,53,79,81,7,10,14,7,11,37000.0
27,185,78,Croatia,82,82,76,85,74,79,82,84,76,66,67,82,83,88,74,85,71,50,31,13,15,12,13,14,54000.0
26,186,81,France,82,86,55,39,81,78,37,57,59,31,74,76,73,71,61,81,58,82,80,10,10,9,12,7,145000.0
24,175,73,England,82,85,81,75,35,84,70,84,85,84,82,86,78,72,86,76,83,65,42,11,14,14,12,14,100000.0
23,185,75,Italy,82,87,70,69,68,85,64,78,68,64,83,80,62,60,69,83,60,82,74,11,12,11,10,15,74000.0
22,178,68,Norway,82,88,84,73,52,83,73,85,81,83,81,85,80,75,85,74,83,49,51,14,15,15,8,10,89000.0
24,180,80,Portugal,82,87,78,66,53,88,82,76,85,84,85,82,64,54,68,80,73,77,70,16,12,10,8,10,89000.0
24,178,73,Portugal,82,87,71,84,77,75,78,85,77,58,71,85,88,81,87,84,86,57,45,7,12,15,9,11,120000.0
24,188,77,England,82,88,69,26,74,78,24,67,41,29,65,73,75,85,63,82,65,84,82,8,13,14,7,7,100000.0
25,189,70,Spain,82,86,72,79,67,83,67,83,75,59,80,86,67,60,71,82,67,78,75,16,11,7,13,13,77000.0
22,177,69,United States,82,88,74,73,50,77,70,88,69,58,59,85,91,87,87,78,88,32,47,8,12,13,16,14,120000.0
25,190,82,Portugal,82,87,59,62,79,76,54,74,61,45,78,76,57,62,60,77,44,87,86,14,10,8,7,7,18000.0
22,186,90,France,82,90,48,39,82,76,27,69,32,28,72,69,70,90,60,77,66,84,90,6,7,8,15,9,70000.0
26,185,76,Spain,82,85,71,42,79,78,41,66,68,55,77,75,73,77,74,82,63,84,81,13,8,10,5,8,62000.0
23,178,77,Jamaica,82,85,74,79,57,73,74,86,79,79,66,82,93,93,86,80,84,25,18,12,13,6,15,14,75000.0
24,178,77,England,82,86,82,49,68,79,42,78,71,67,73,81,77,75,70,80,72,79,82,10,7,14,7,10,100000.0
33,190,85,Brazil,82,82,10,8,11,18,8,9,9,18,16,21,41,42,34,82,41,17,13,79,84,77,83,78,20000.0
29,185,80,Brazil,82,82,40,38,83,74,44,56,45,49,61,70,80,76,76,85,57,87,82,16,15,13,15,10,41000.0
24,190,89,Spain,82,86,16,14,18,40,17,12,20,14,37,16,46,48,32,72,47,18,12,82,77,76,85,84,24000.0
24,181,71,Brazil,82,87,73,80,83,79,75,86,74,65,61,83,85,81,79,82,73,58,48,12,7,8,11,13,100000.0
23,185,79,Argentina,82,87,39,48,83,69,53,50,43,38,49,68,80,73,72,81,68,84,83,5,7,11,10,14,51000.0
25,188,80,Netherlands,82,84,73,64,84,74,38,71,50,35,65,74,76,84,68,80,60,79,77,10,10,7,13,14,100000.0
24,176,68,Brazil,82,87,78,74,45,76,72,86,81,75,70,83,90,91,88,82,79,54,38,8,7,13,8,14,89000.0
21,192,77,Sweden,82,86,61,83,77,79,83,79,70,57,47,82,82,85,79,81,66,21,18,7,6,9,7,11,37000.0
22,185,80,England,82,87,50,42,71,82,40,75,58,53,80,79,64,68,53,77,61,83,80,8,11,14,5,9,69000.0
20,183,75,Canada,82,89,74,67,64,81,59,85,67,44,58,79,96,96,85,81,82,77,79,11,11,6,5,14,59000.0
24,185,74,Germany,82,87,68,70,51,85,63,83,77,41,88,84,72,57,80,82,78,67,64,6,11,10,11,15,36000.0
24,188,78,Morocco,82,86,48,89,84,69,76,84,63,47,58,79,74,81,68,80,47,31,27,13,9,14,9,13,37000.0
24,179,76,France,82,87,75,70,56,85,62,89,76,62,81,87,73,69,84,81,91,74,69,8,10,13,8,7,95000.0
26,192,86,Czech Republic,82,85,69,73,83,81,59,74,63,53,76,77,61,66,66,81,58,82,79,11,13,5,6,8,81000.0
23,186,78,Brazil,82,89,72,48,81,77,34,70,60,40,70,73,81,84,69,83,63,83,82,11,8,15,12,15,130000.0
21,184,77,Spain,82,90,77,81,73,80,74,84,71,60,78,81,87,78,82,81,76,24,28,12,9,11,15,12,120000.0
24,191,80,Spain,82,89,55,28,85,80,41,64,45,28,76,79,69,72,69,80,52,84,83,11,13,13,13,9,35000.0
26,187,79,Croatia,82,87,13,12,13,46,10,19,12,11,56,28,57,54,65,80,30,20,21,81,78,74,80,85,1000.0
23,179,72,Spain,82,87,78,74,43,84,76,86,72,75,79,86,77,58,86,83,86,50,44,15,15,13,12,11,78000.0
39,179,75,Spain,81,81,84,83,65,84,68,84,86,77,83,83,65,70,69,84,69,47,39,9,14,6,10,11,23000.0
35,188,77,Turkey,81,81,68,83,75,70,77,72,68,78,61,74,78,79,72,87,48,29,26,14,15,11,8,12,39000.0
34,177,70,Portugal,81,81,82,73,62,82,75,86,86,80,77,86,77,65,85,81,77,22,20,5,10,13,6,6,14000.0
35,189,85,France,81,81,72,85,79,75,77,76,77,70,69,78,71,66,66,78,61,41,23,10,15,14,11,11,50000.0
31,185,78,Mexico,81,81,65,72,61,81,59,76,69,68,79,78,71,70,73,81,68,82,67,6,10,15,7,16,63000.0
34,189,82,Italy,81,81,10,10,10,31,19,10,15,15,27,23,48,34,57,75,40,17,19,81,82,72,80,83,32000.0
36,185,82,France,81,81,14,13,13,46,13,19,13,12,36,27,53,43,52,80,36,15,13,80,80,78,81,81,24000.0
33,186,89,Argentina,81,81,68,86,77,75,83,79,74,69,63,81,57,59,64,80,67,22,18,5,12,7,5,10,14000.0
37,191,84,Portugal,81,81,47,42,85,74,36,61,51,32,69,68,32,32,43,83,51,83,78,7,11,16,10,6,30000.0
34,189,86,Belgium,81,81,70,54,78,76,52,64,66,70,74,70,74,78,56,81,60,84,85,6,10,9,12,7,18000.0
34,179,78,Brazil,81,81,63,62,72,78,59,74,74,47,77,77,57,55,71,80,80,82,79,10,8,8,5,6,64000.0
34,190,86,Spain,81,81,12,11,23,34,15,12,11,12,43,15,56,54,55,76,51,14,18,78,81,78,83,80,14000.0
32,186,80,Croatia,81,81,80,78,80,78,81,78,73,75,72,80,82,81,81,79,78,58,54,6,7,10,9,6,105000.0
34,180,75,Chile,81,81,76,75,81,81,78,76,76,68,79,83,66,65,81,81,77,84,83,4,2,4,2,4,105000.0
33,180,76,Germany,81,81,79,80,63,83,80,82,82,69,80,84,65,64,73,84,77,36,29,12,7,5,13,9,45000.0
32,192,83,Austria,81,81,77,80,79,81,79,77,79,72,74,82,78,80,70,78,80,42,39,14,15,10,10,15,48000.0
33,174,76,Ukraine,81,81,75,76,53,80,68,87,82,72,73,88,77,80,85,75,84,46,42,6,13,13,8,9,2000.0
30,180,74,France,81,81,72,61,80,79,56,75,68,46,77,76,65,69,72,79,73,83,76,8,14,15,7,10,43000.0
33,183,76,Argentina,81,81,52,54,79,73,57,51,50,39,70,66,60,65,58,79,58,83,80,12,5,8,11,12,18000.0
29,182,79,Denmark,81,81,68,68,83,76,67,73,71,68,80,75,77,74,73,79,72,81,84,8,12,11,14,15,34000.0
30,182,78,Spain,81,81,30,12,20,38,15,22,34,14,35,14,58,53,70,80,48,13,12,82,78,67,81,83,28000.0
29,181,83,Algeria,81,81,74,82,84,75,83,76,69,71,64,74,81,87,73,78,74,37,25,10,14,10,8,11,49000.0
30,178,66,Slovenia,81,81,72,62,34,87,68,85,80,75,78,84,79,62,90,82,82,63,59,13,11,7,6,16,83000.0
28,178,73,England,81,81,66,86,78,75,76,78,72,70,61,81,82,76,77,86,77,45,34,10,13,12,16,6,90000.0
31,177,72,Portugal,81,81,80,77,45,82,78,82,83,77,81,84,78,73,77,83,77,67,52,15,14,9,9,15,19000.0
31,171,67,Spain,81,81,73,76,65,81,65,85,77,79,80,78,85,79,92,77,75,63,55,16,16,9,14,9,15000.0
29,180,75,Colombia,81,81,89,84,62,84,90,86,89,86,85,90,55,51,78,83,76,41,44,15,15,15,5,14,105000.0
29,184,78,Brazil,81,81,76,59,76,77,69,73,73,73,74,79,67,77,62,80,65,84,82,14,5,15,14,5,83000.0
29,178,68,Spain,81,81,82,63,70,81,50,78,78,60,78,80,73,79,69,78,73,77,75,14,16,11,15,10,140000.0
32,185,83,Netherlands,81,81,17,10,12,50,19,12,10,10,35,32,56,50,48,80,50,12,11,81,80,78,81,79,33000.0
29,182,75,Netherlands,81,81,84,80,48,82,76,81,86,76,80,84,83,78,85,77,75,36,30,9,11,7,7,15,26000.0
27,175,70,Spain,81,81,60,85,78,78,85,78,85,85,51,82,79,76,83,85,81,24,22,12,11,11,10,9,45000.0
31,180,76,Spain,81,81,70,32,79,78,38,64,55,37,61,76,71,84,65,78,74,83,81,12,7,10,15,7,140000.0
29,188,83,Portugal,81,81,58,57,83,81,55,75,54,53,78,77,60,67,54,75,60,81,68,9,7,13,14,15,85000.0
28,174,70,Brazil,81,81,70,79,65,72,70,88,71,71,66,82,93,88,93,79,92,43,44,9,10,14,7,14,105000.0
33,188,84,Argentina,81,81,18,14,11,37,15,24,16,15,34,20,55,52,68,81,60,15,15,82,77,76,80,83,14000.0
28,188,81,England,81,82,59,40,83,74,40,63,54,53,73,69,50,62,55,79,53,82,80,14,8,12,9,7,46000.0
30,173,67,Italy,81,81,77,73,70,83,85,75,73,72,77,85,79,74,86,77,82,76,75,9,8,10,11,10,58000.0
32,188,85,Czech Republic,81,81,15,14,19,17,13,14,17,16,38,20,42,37,43,78,56,18,18,83,77,74,80,84,2000.0
26,190,95,France,81,84,49,47,84,72,47,50,60,59,68,64,54,74,52,78,52,82,78,14,14,7,9,15,75000.0
30,182,77,Spain,81,81,51,42,76,75,37,53,72,51,83,75,69,72,68,80,61,80,84,12,16,11,13,11,33000.0
28,186,87,Hungary,81,82,39,38,85,69,31,52,28,32,58,57,50,49,48,75,56,86,80,15,12,15,10,6,79000.0
27,186,78,Poland,81,82,63,85,79,70,78,77,76,84,62,81,60,68,66,76,63,34,32,9,16,16,15,6,81000.0
26,173,66,England,81,84,89,71,57,85,51,76,92,92,84,82,66,54,75,75,76,74,65,12,12,10,15,15,69000.0
27,184,78,Italy,81,83,15,12,12,31,13,13,11,12,25,21,41,37,37,75,43,11,12,82,80,73,80,84,32000.0
31,172,63,Bosnia and Herzegovina,81,81,82,77,45,79,74,80,77,68,71,81,88,87,89,74,91,40,40,8,14,14,12,16,50000.0
27,184,74,Germany,81,82,69,77,58,82,84,78,83,81,83,82,65,65,68,83,67,79,74,11,9,11,10,10,66000.0
27,180,75,Argentina,81,83,79,61,60,84,71,79,80,78,85,81,67,66,71,78,75,78,80,9,14,6,9,10,81000.0
26,186,76,Belgium,81,81,81,77,42,81,70,86,80,73,76,81,83,75,84,79,75,23,22,15,10,11,12,7,45000.0
29,177,76,Sweden,81,81,82,74,44,86,65,83,79,75,76,86,72,68,78,83,82,27,20,13,7,9,15,11,87000.0
27,181,84,Italy,81,82,42,88,84,71,82,78,64,56,48,77,74,78,75,81,77,23,32,13,7,12,14,7,61000.0
30,173,70,Spain,81,81,83,72,58,79,58,81,83,71,76,79,83,82,81,81,81,69,66,9,16,9,9,7,170000.0
28,169,62,Brazil,81,81,70,60,52,82,65,79,76,74,80,80,81,74,88,86,87,80,70,7,16,15,11,15,120000.0
26,192,80,France,81,82,70,69,69,84,69,80,55,59,80,84,70,81,69,82,69,81,75,9,12,9,7,15,87000.0
27,191,91,Portugal,81,84,13,20,14,25,20,18,19,20,26,24,31,30,34,71,24,10,19,82,76,75,83,84,24000.0
27,180,75,Poland,81,82,77,72,52,84,75,87,80,65,81,85,83,79,85,79,79,72,71,12,9,12,11,6,74000.0
26,172,71,Portugal,81,82,79,68,57,79,63,86,80,72,77,85,80,76,85,82,82,67,52,11,12,9,10,15,19000.0
28,174,74,Venezuela,81,81,79,82,51,76,57,83,65,78,71,81,90,86,92,75,93,35,24,8,8,10,13,10,34000.0
25,184,76,France,81,84,73,80,71,78,76,88,84,54,60,86,87,87,82,79,79,33,31,9,8,8,15,11,130000.0
27,191,78,Greece,81,83,15,12,13,27,14,13,17,13,24,23,42,44,67,82,38,14,12,84,78,67,78,84,14000.0
25,185,83,Germany,81,85,79,73,54,82,79,84,77,65,79,85,77,69,84,79,83,47,49,11,16,11,8,9,64000.0
27,191,93,Argentina,81,83,20,18,15,31,15,16,16,12,24,20,46,42,32,71,39,14,16,82,78,73,82,86,44000.0
26,189,75,Argentina,81,82,74,77,68,81,75,88,81,63,74,86,81,87,83,80,67,37,26,11,10,7,8,8,76000.0
27,186,80,Spain,81,82,76,77,73,74,74,81,76,53,66,76,93,94,78,82,62,34,29,14,15,14,10,13,39000.0
27,171,67,Italy,81,81,80,76,40,79,75,83,79,77,76,84,84,82,89,81,87,29,29,11,12,6,8,11,74000.0
33,180,70,Spain,81,81,77,84,64,77,84,87,82,68,68,84,87,86,80,80,83,54,45,14,13,13,16,8,41000.0
29,178,72,Togo,81,82,60,29,77,75,22,50,51,48,69,71,69,69,70,82,67,83,82,7,15,7,10,10,36000.0
27,185,72,Netherlands,81,81,82,64,76,78,58,79,50,30,70,78,80,87,68,79,74,78,77,11,6,8,14,15,55000.0
32,190,80,Slovakia,81,81,12,10,12,48,11,19,15,13,45,35,48,44,47,75,60,15,14,79,78,80,79,82,40000.0
24,184,74,Netherlands,81,86,67,78,69,81,80,76,78,65,78,85,67,69,75,81,69,73,68,7,12,8,10,14,110000.0
24,187,71,England,81,85,65,82,89,72,73,76,64,54,47,80,76,89,72,81,65,31,23,12,12,8,7,11,90000.0
25,175,70,Mexico,81,82,73,77,62,74,74,83,72,65,65,80,92,93,89,81,82,35,29,11,10,14,14,10,77000.0
28,192,85,Spain,81,82,15,19,24,24,19,16,23,11,33,19,49,34,49,80,42,13,13,81,80,72,80,82,30000.0
25,178,72,England,81,85,70,62,65,80,55,73,62,71,82,79,69,66,72,76,72,82,77,8,8,8,12,14,82000.0
24,179,68,Portugal,81,86,81,76,58,76,71,83,76,70,69,81,85,87,84,79,75,34,30,9,12,11,9,9,39000.0
24,180,72,Austria,81,85,78,69,69,82,60,78,70,47,78,78,82,81,76,79,74,79,75,9,12,12,13,12,65000.0
26,183,73,Ivory Coast,81,82,77,79,57,76,70,85,81,79,66,81,88,88,88,77,79,34,30,11,14,11,6,8,95000.0
23,187,84,France,81,85,74,40,74,73,39,73,69,33,70,74,77,82,67,77,65,85,82,10,7,14,11,15,65000.0
25,177,68,Argentina,81,85,79,75,60,84,69,83,82,79,83,85,76,75,83,82,80,75,68,10,7,10,15,14,95000.0
26,191,83,Spain,81,84,12,13,13,34,15,19,14,17,29,23,40,46,69,74,40,17,18,84,74,80,84,82,31000.0
26,182,79,Spain,81,83,48,41,74,78,55,56,56,50,70,72,64,71,54,80,74,82,81,12,9,8,12,11,33000.0
25,186,77,Italy,81,86,74,72,71,86,69,78,70,70,82,83,77,79,79,79,86,74,72,12,7,10,13,11,61000.0
25,181,82,Brazil,81,81,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,85,84,18,12,14,11,18,41000.0
29,172,68,Brazil,81,81,81,59,66,81,64,77,70,66,71,72,92,93,81,82,78,72,69,12,15,9,10,14,24000.0
21,175,70,Brazil,81,81,61,53,70,82,57,77,54,57,78,76,75,78,72,80,77,86,80,15,14,14,10,9,26000.0
29,188,83,Brazil,81,81,56,85,83,73,82,75,59,67,47,74,74,82,60,84,47,27,24,8,11,20,19,20,28000.0
21,178,69,Brazil,81,81,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,77,81,16,15,15,7,7,31000.0
29,184,79,Brazil,81,81,68,85,82,71,72,78,59,49,60,77,77,76,75,82,66,11,18,9,12,7,8,7,56000.0
28,181,79,Ukraine,81,81,79,73,74,85,70,83,85,86,81,85,73,74,69,77,73,72,50,6,6,12,15,13,68000.0
23,179,72,France,81,86,81,74,59,83,59,86,81,76,80,86,81,78,85,78,83,72,70,5,6,10,15,7,72000.0
23,180,72,Brazil,81,86,71,74,60,82,71,85,80,73,79,84,72,76,76,82,79,72,63,14,9,12,11,11,65000.0
24,180,76,Spain,81,88,77,78,56,85,66,80,80,82,82,81,75,80,75,83,73,79,68,6,14,7,13,11,39000.0
23,180,66,England,81,84,78,78,46,77,66,82,76,69,68,81,85,86,81,82,79,47,44,6,5,11,8,10,95000.0
23,175,70,France,81,86,70,76,59,86,68,86,80,72,80,86,78,73,84,82,83,68,58,14,6,11,7,10,65000.0
27,174,67,Italy,81,81,83,67,44,78,59,82,68,58,75,81,93,92,89,78,89,75,69,14,6,11,5,11,64000.0
21,178,87,England,81,86,86,48,69,79,46,77,82,76,71,80,78,81,72,75,85,80,74,8,12,7,13,11,76000.0
22,172,66,Spain,81,87,81,68,57,81,55,80,78,48,79,81,78,80,78,82,83,78,77,13,7,9,10,11,63000.0
23,173,65,Portugal,81,88,75,84,40,83,79,83,77,72,78,84,77,76,83,84,87,57,50,15,11,15,7,8,19000.0
21,170,68,France,81,88,75,73,28,78,63,87,66,41,70,82,96,92,92,77,93,35,46,8,9,8,8,14,52000.0
24,178,68,Spain,81,84,82,52,72,78,45,78,73,45,70,81,84,87,75,77,74,79,79,11,14,9,5,12,79000.0
22,194,85,Burkina Faso,81,88,39,54,82,81,33,66,46,32,80,72,74,75,67,77,65,84,77,5,10,13,7,15,49000.0
21,186,75,Sweden,81,89,80,70,54,79,80,85,83,61,69,87,85,83,77,80,73,64,58,14,5,10,10,5,72000.0
23,173,70,Brazil,81,86,81,64,70,77,59,81,81,57,75,81,85,83,85,80,81,78,79,12,7,11,10,15,49000.0
18,174,61,Spain,81,91,68,68,50,85,45,84,73,51,80,83,81,76,88,81,89,73,63,12,7,11,8,8,51000.0
43,192,92,Italy,80,80,13,15,13,37,17,26,20,13,35,28,37,30,55,78,49,11,11,76,73,70,90,76,18000.0
35,190,85,Mexico,80,80,15,12,19,36,16,10,14,17,37,18,47,50,65,74,42,10,12,79,75,72,80,83,27000.0
35,186,78,Russia,80,80,19,13,18,23,10,15,19,13,22,22,51,50,53,71,45,13,13,77,72,78,82,84,26000.0
34,170,61,Portugal,80,80,85,68,68,86,76,76,84,82,83,85,55,45,75,75,85,70,68,13,15,15,13,13,88000.0
33,188,77,Northern Ireland,80,80,52,28,80,74,46,51,34,37,65,71,51,53,45,82,57,83,81,12,16,16,15,8,95000.0
34,184,83,Spain,80,80,80,80,90,83,73,80,78,68,82,85,45,37,54,83,61,74,63,14,16,14,16,15,36000.0
33,183,73,Slovakia,80,80,78,73,74,83,77,80,80,70,82,82,69,67,76,77,72,67,62,8,6,4,14,14,35000.0
32,181,74,Denmark,80,80,79,75,69,80,69,76,78,84,81,80,73,75,73,80,71,76,75,11,9,10,13,13,38000.0
33,193,87,Belgium,80,80,11,11,16,37,16,14,16,12,34,26,50,52,34,74,52,14,16,80,75,76,84,82,24000.0
33,174,75,Brazil,80,80,84,71,72,80,63,89,84,67,77,91,74,73,80,77,78,77,78,12,5,5,5,9,135000.0
34,175,77,France,80,80,85,75,59,83,76,84,83,74,80,83,71,68,81,75,73,37,39,11,15,9,14,12,51000.0
34,189,94,Morocco,80,80,45,47,77,62,44,61,34,27,61,62,65,62,59,77,53,81,79,7,4,8,7,11,19000.0
35,180,77,Spain,80,80,78,55,72,77,58,73,74,52,70,77,62,68,69,82,69,83,81,7,5,9,3,5,26000.0
33,176,65,Belgium,80,80,73,80,59,82,87,70,73,68,79,79,70,71,69,80,83,83,79,11,11,14,8,11,29000.0
35,187,78,Uruguay,80,80,52,42,82,77,47,53,49,49,70,72,59,55,57,74,53,81,79,6,8,15,5,15,27000.0
35,190,74,Uruguay,80,80,15,10,12,44,10,25,14,10,47,27,60,62,68,78,62,16,16,78,80,72,82,79,32000.0
33,191,86,Italy,80,80,51,25,82,70,30,61,51,36,69,63,50,61,52,77,51,83,80,5,3,5,4,4,70000.0
32,168,62,Chile,80,80,76,74,59,79,82,84,78,74,77,83,80,76,84,79,87,44,35,10,10,15,12,13,105000.0
34,178,73,Spain,80,80,82,75,65,80,84,80,73,65,60,85,76,78,84,70,80,32,32,8,5,14,11,11,61000.0
30,183,76,Wales,80,80,75,61,55,85,77,85,83,73,81,84,63,69,73,76,80,67,67,6,11,5,10,8,81000.0
30,185,75,Italy,80,80,44,28,81,66,30,58,41,70,68,66,65,67,61,83,66,85,80,11,12,16,16,8,51000.0
30,187,85,Switzerland,80,80,15,8,17,37,13,12,13,12,24,23,44,50,49,78,52,13,16,81,79,60,77,86,46000.0
30,176,74,France,80,80,69,64,63,82,53,80,68,41,81,81,68,68,74,81,77,81,80,9,9,8,10,15,39000.0
34,190,80,Spain,80,80,34,11,20,39,13,16,32,20,33,24,51,52,63,74,48,15,17,81,79,77,77,82,48000.0
30,173,71,Argentina,80,80,73,76,72,75,72,85,79,64,66,83,88,84,86,77,78,59,55,9,11,9,5,14,23000.0
30,182,77,Argentina,80,80,73,75,60,82,73,83,78,74,80,82,79,74,76,80,76,74,73,4,5,3,4,8,23000.0
35,178,77,Argentina,80,80,68,61,65,85,63,76,69,63,77,79,70,66,76,80,70,79,80,9,11,7,15,13,15000.0
32,170,69,Uruguay,80,80,81,72,42,88,71,81,82,78,76,81,76,72,82,80,80,52,40,12,16,11,7,15,12000.0
28,188,77,Italy,80,82,11,11,12,33,19,19,15,13,31,23,57,56,70,77,30,12,19,80,80,71,79,82,64000.0
29,181,78,Portugal,80,80,81,72,66,84,79,76,81,81,82,81,62,55,69,79,68,72,60,9,9,11,11,10,19000.0
30,184,73,Spain,80,80,57,55,78,79,43,70,66,51,79,78,71,71,71,82,71,80,81,10,15,13,12,8,28000.0
29,174,70,Spain,80,80,81,77,61,83,64,83,84,74,78,83,73,72,78,79,80,54,49,16,7,15,6,14,95000.0
30,182,74,Congo DR,80,80,74,83,74,73,78,76,72,57,64,75,91,90,83,81,72,29,21,6,13,6,14,6,30000.0
32,171,68,Chile,80,80,77,66,53,81,68,74,75,75,83,78,68,63,79,81,86,74,74,15,7,12,8,13,53000.0
29,184,73,Brazil,80,80,69,82,73,81,72,81,80,76,74,83,74,71,72,85,74,44,28,14,16,7,11,12,46000.0
31,177,86,Brazil,80,80,80,60,59,81,55,83,65,50,67,81,84,80,72,81,82,74,75,8,8,14,11,10,1000.0
29,184,78,Algeria,80,81,73,41,81,80,49,64,67,49,78,76,67,65,73,79,64,80,81,15,16,9,10,14,37000.0
28,174,71,Brazil,80,80,74,71,55,85,75,86,80,61,80,84,74,68,83,77,80,74,66,11,6,15,13,7,86000.0
28,184,83,Austria,80,80,53,65,83,72,64,54,58,66,80,65,65,74,63,76,63,85,82,14,14,9,13,10,34000.0
29,180,80,Switzerland,80,80,72,68,41,81,68,78,60,70,80,81,68,69,69,83,62,79,73,12,8,9,14,13,58000.0
27,187,77,Germany,80,81,79,74,64,81,77,83,77,76,77,84,76,73,80,78,74,64,44,11,13,5,13,8,83000.0
29,172,71,Germany,80,80,70,31,57,80,48,72,65,62,78,82,64,52,82,78,88,77,75,14,10,14,12,9,66000.0
29,181,76,Croatia,80,80,81,44,73,76,53,74,70,57,70,77,77,81,66,74,70,80,77,15,11,10,10,12,56000.0
